"time","kokonaiskulutus","pientuotanto","tehoreservi","tuulivoima","vesivoima","ydinvoima","yhteistuotanto_kaukolämpö","yhteistuotanto_teollisuus","vienti","kokonaistuotanto"
"2019-11-26 22:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-11-26 23:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-11-27",9121.7,77.5,0.1,327.49,818.76,2798.2,1587.5,1229.2,NA,NA
"2019-11-27 01:00:00",9189.6,77.5,0.1,341,848.55,2797.4,1593.2,1243.8,NA,NA
"2019-11-27 02:00:00",9327.2,77.5,0.1,332.49,865.12,2798.6,1587.1,1247.6,NA,NA
"2019-11-27 03:00:00",9746.1,77.5,0.1,332,1029.6,2795.7,1789.3,1250.6,NA,NA
"2019-11-27 04:00:00",10757,79.5,0.1,300,1718,2795.3,2000.8,1239,NA,NA
"2019-11-27 05:00:00",11006,79.5,0.1,277,2034.4,2795.7,2147.1,1274.3,NA,NA
"2019-11-27 06:00:00",11294,81.5,0.1,264.51,2284.6,2797.4,2238.8,1351.8,NA,NA
"2019-11-27 07:00:00",11164,82.2,0.1,266,2246.3,2796.7,2260,1330,NA,NA
"2019-11-27 08:00:00",11164,82.2,0.1,276.99,1940.9,2796.4,2225.4,1316.7,NA,NA
"2019-11-27 09:00:00",11056,82.5,0.1,274.48,1677.7,2794.4,2228.4,1334.9,NA,NA
"2019-11-27 10:00:00",11144,84.4,0.1,272.01,1708.7,2795.2,2239.7,1353.4,NA,NA
"2019-11-27 11:00:00",10929,84.5,0.1,283,1831.5,2794.8,2208.2,1332.9,NA,NA
"2019-11-27 12:00:00",11050,86.8,0.1,303,2178.3,2793.9,2282.9,1387.3,NA,NA
"2019-11-27 13:00:00",11174,89.3,0.1,330,2218.3,2795.6,2317.8,1445.8,NA,NA
"2019-11-27 14:00:00",11337,91.5,0.1,367.98,2212,2797,2303.1,1468.4,NA,NA
"2019-11-27 15:00:00",11366,93.6,0.1,410.49,2213.8,2792.8,2304.1,1468.8,NA,NA
"2019-11-27 16:00:00",11327,95.5,0.1,470.01,2107.9,2794.4,2234.5,1446.8,NA,NA
"2019-11-27 17:00:00",11325,95.5,0.1,585.97,1988.7,2792.9,2141.8,1443.4,NA,NA
"2019-11-27 18:00:00",10928,93.4,0.1,684,1576.4,2794.5,1992.6,1429.5,NA,NA
"2019-11-27 19:00:00",10408,93.4,0.1,749.54,1256,2791.1,1843.3,1394.3,NA,NA
"2019-11-27 20:00:00",10506,90.454,0.1,732.01,1209.6,2793.7,1771.6,1315,NA,NA
"2019-11-27 21:00:00",10098,89.5,0.1,772.98,1100.4,2794.5,1698.5,1330.5,NA,NA
"2019-11-27 22:00:00",9771.4,89.5,0.1,763.49,935.87,2794.5,1633.4,1312.5,NA,NA
"2019-11-27 23:00:00",9568.7,87.4,0.1,791.9,1008,2794.3,1531.6,1302.8,NA,NA
"2019-11-28",9334.9,87.4,0.1,795.98,1007.8,2794.4,1507.1,1291.5,NA,NA
"2019-11-28 01:00:00",9301.6,87.4,0.1,781,950.03,2795,1507.1,1296.5,NA,NA
"2019-11-28 02:00:00",9352.4,85.1,0.1,749.01,962.4,2795.6,1486.8,1322.1,NA,NA
"2019-11-28 03:00:00",9727.6,85.1,0.1,740.02,1072.8,2795.3,1562.1,1301.5,NA,NA
"2019-11-28 04:00:00",10627,83.2,0.1,808.5,1627.6,2796.9,1826.7,1271.3,NA,NA
"2019-11-28 05:00:00",10802,80.9,0.1,760.98,2027.5,2794.6,1946.2,1288.1,NA,NA
"2019-11-28 06:00:00",11222,78.2,0.1,746.91,2126.2,2795,1961.2,1497.3,NA,NA
"2019-11-28 07:00:00",10812,77.5,0.1,771,2057,2793.7,1983.2,1366.5,NA,NA
"2019-11-28 08:00:00",10830,76.5,0.1,743.99,1712.5,2794.1,1883.1,1345,NA,NA
"2019-11-28 09:00:00",10785,76.5,0.1,721.45,1504.2,2797.1,1841.9,1287.7,NA,NA
"2019-11-28 10:00:00",10820,76.5,0.1,662.47,1408.5,2794.1,1792.1,1330.5,NA,NA
"2019-11-28 11:00:00",10742,76.5,0.1,651.49,1691.5,2796.7,1907.2,1266.2,NA,NA
"2019-11-28 12:00:00",10860,76.5,0.1,666.99,2030.1,2796.8,1991.4,1288.6,NA,NA
"2019-11-28 13:00:00",11218,76.4,0.1,702.49,2077.9,2794.8,2020.2,1411,NA,NA
"2019-11-28 14:00:00",11192,94.5,0.1,700,2214.3,2797.8,2045.9,1436.4,NA,NA
"2019-11-28 15:00:00",11082,107.8,0.1,742.43,2190,2793.6,2064.1,1369.3,NA,NA
"2019-11-28 16:00:00",10979,106.5,0.1,724.5,2108.2,2793.1,2006.3,1396.1,NA,NA
"2019-11-28 17:00:00",10995,136.5,0.1,675.02,1931.6,2794.4,1969.2,1333.4,NA,NA
"2019-11-28 18:00:00",10685,145.4,0.1,604,1674.2,2795,1781.1,1295.7,NA,NA
"2019-11-28 19:00:00",10055,141.5,0.1,540.02,1432.4,2796.8,1628.3,1286.6,NA,NA
"2019-11-28 20:00:00",10296,99.5,0.1,476.02,1281.8,2796.5,1581.7,1268.9,NA,NA
"2019-11-28 21:00:00",9781,73.511,0.1,465.49,1061.1,2794,1498.9,1264.1,NA,NA
"2019-11-28 22:00:00",9396.6,73.5,0.1,434.02,865.31,2793.3,1359.1,1275.5,NA,NA
"2019-11-28 23:00:00",9241,73.5,0.1,420.53,737.55,2793.4,1331.6,1282.5,NA,NA
"2019-11-29",9026.2,73.5,0.1,458.01,731.28,2794,1322.6,1261.1,NA,NA
"2019-11-29 01:00:00",9011.9,73.5,0.1,505.98,681.5,2793.6,1323.8,1286.8,NA,NA
"2019-11-29 02:00:00",9146.1,73.5,0.1,503.99,765.15,2793.7,1333.1,1271,NA,NA
"2019-11-29 03:00:00",9578.8,73.5,0.1,524.02,989.43,2793.4,1347.3,1333.2,NA,NA
"2019-11-29 04:00:00",10403,73.5,0.1,559.5,1474.4,2793.9,1557.2,1326.5,NA,NA
"2019-11-29 05:00:00",10800,75.5,0.1,546,1990.9,2795.1,1712.4,1299.1,NA,NA
"2019-11-29 06:00:00",11145,75.5,0.1,517.48,2179.7,2792.7,1729.1,1327.2,NA,NA
"2019-11-29 07:00:00",10979,75.5,0.1,467.5,1973.3,2793.8,1701.4,1386.1,NA,NA
"2019-11-29 08:00:00",10935,76.5,0.1,467,1627.1,2795.5,1617.4,1346,NA,NA
"2019-11-29 09:00:00",11069,76.5,0.1,426.01,1397.1,2793.9,1619.1,1351.7,NA,NA
"2019-11-29 10:00:00",11060,79.338,0.1,398.04,1448.2,2795.2,1625.8,1332,NA,NA
"2019-11-29 11:00:00",10883,83.5,0.1,423,1694.4,2794.5,1698.7,1349.4,NA,NA
"2019-11-29 12:00:00",11091,80.647,0.1,478,2050.9,2796.3,1814.5,1396.8,NA,NA
"2019-11-29 13:00:00",11289,83.7,0.1,479.01,2305.5,2795.5,1883.5,1403.3,NA,NA
"2019-11-29 14:00:00",11327,86,0.1,530.97,2243.2,2794.7,1913.6,1427.3,NA,NA
"2019-11-29 15:00:00",11241,88.2,0.1,605.01,2093.3,2791.5,1901.7,1447.7,NA,NA
"2019-11-29 16:00:00",11319,103.2,0.1,631.99,1932,2795.8,1899.2,1422.8,NA,NA
"2019-11-29 17:00:00",11248,111.5,0.1,677.99,1732.4,2793.3,1915.9,1331,NA,NA
"2019-11-29 18:00:00",10936,117.5,0.1,778.48,1446.6,2794,1801.4,1342.7,NA,NA
"2019-11-29 19:00:00",10598,120.5,0.1,809.01,1399.7,2795.5,1718.7,1368.1,NA,NA
"2019-11-29 20:00:00",10780,123.2,0.1,869.49,1256.3,2796,1690.7,1337.5,NA,NA
"2019-11-29 21:00:00",10403,127.5,0.1,913.49,1234.8,2793.3,1666.4,1347.2,NA,NA
"2019-11-29 22:00:00",9839.1,131.5,0.1,1013.5,866.11,2795.1,1703.6,1331.5,NA,NA
"2019-11-29 23:00:00",9678.3,133.4,0.1,1118,1034.2,2796,1690.7,1360.4,NA,NA
"2019-11-30",9534.9,133.5,0.1,1209,964.85,2795.9,1701.3,1375.9,NA,NA
"2019-11-30 01:00:00",9436.9,137.2,0.1,1243,988,2794.9,1679.3,1355.8,NA,NA
"2019-11-30 02:00:00",9464.6,139.7,0.1,1354,818.45,2796.5,1683.4,1378.6,NA,NA
"2019-11-30 03:00:00",9565.6,137.5,0.1,1363.5,952.36,2796.2,1697.2,1350.6,NA,NA
"2019-11-30 04:00:00",9906,133.5,0.1,1330.5,967.21,2794.9,1695.1,1383.4,NA,NA
"2019-11-30 05:00:00",10076,133.5,0.1,1267,1102.1,2795.5,1698.7,1345.3,NA,NA
"2019-11-30 06:00:00",10359,129.6,0.1,1279,1256.6,2796,1702.4,1363.9,NA,NA
"2019-11-30 07:00:00",10367,125.2,0.1,1301.5,1598.5,2795,1734.4,1338.4,NA,NA
"2019-11-30 08:00:00",10497,108.14,0.1,1236,1688.2,2794.5,1770.6,1368.9,NA,NA
"2019-11-30 09:00:00",10500,80.5,0.1,1130,1699.7,2797.1,1813.1,1337.9,NA,NA
"2019-11-30 10:00:00",10491,84.353,0.1,1181,1524.2,2795.5,1789,1340.3,NA,NA
"2019-11-30 11:00:00",10444,111.5,0.1,1110.5,1509.3,2793.8,1788.4,1350.8,NA,NA
"2019-11-30 12:00:00",10484,109.5,0.1,1102.5,1425.7,2797.1,1798.4,1361.2,NA,NA
"2019-11-30 13:00:00",10878,120.5,0.1,1225.9,1273.5,2797.1,1797.6,1342.7,NA,NA
"2019-11-30 14:00:00",11192,126.5,0.1,1164,1425.2,2796.4,1903.7,1380.1,NA,NA
"2019-11-30 15:00:00",11375,134.5,0.1,1106,1799.7,2794.2,2024.5,1239.3,NA,NA
"2019-11-30 16:00:00",11391,138.5,0.1,1070,1917.9,2796.5,2040.6,1238.1,NA,NA
"2019-11-30 17:00:00",11328,144.5,0.1,950,1905.5,2795.1,2035.5,1252.5,NA,NA
"2019-11-30 18:00:00",10911,140.4,0.1,1136,1757.7,2795.3,1964.8,1217.5,NA,NA
"2019-11-30 19:00:00",10419,140.2,0.1,1230,1611.9,2795.7,1880.6,1233.8,NA,NA
"2019-11-30 20:00:00",10789,144.5,0.1,1167,1645.5,2797.4,1843.3,1211.3,NA,NA
"2019-11-30 21:00:00",10460,144.2,0.1,1220.5,1614.3,2796.3,1855.1,1248.9,NA,NA
"2019-11-30 22:00:00",9984.3,144.2,0.1,1325.5,1323.5,2795.8,1891.2,1213.1,NA,NA
"2019-11-30 23:00:00",9690.6,146.5,0.1,1456,1161.7,2796.7,1884.7,1242.3,NA,NA
"2019-12-01",9491.4,144.5,0.1,1535,1032.3,2797.4,1876.8,1218,NA,NA
"2019-12-01 01:00:00",9452.2,138.2,0.1,1567.5,897.82,2798.4,1864.6,1247.8,NA,NA
"2019-12-01 02:00:00",9429.4,135.5,0.1,1582.5,943.46,2795.7,1870.1,1209.6,NA,NA
"2019-12-01 03:00:00",9577.4,133.5,0.1,1568.5,994.1,2796.2,1884.3,1219.5,NA,NA
"2019-12-01 04:00:00",9777.4,128.9,0.1,1538,1070,2796.6,1905.4,1199.6,NA,NA
"2019-12-01 05:00:00",9803.5,124.5,0.1,1540,1192.9,2795.4,1915.1,1192.1,NA,NA
"2019-12-01 06:00:00",9988.9,120.5,0.1,1530,1241.6,2796.2,1951.8,1253.2,NA,NA
"2019-12-01 07:00:00",10021,114.3,0.1,1611,1366.3,2794.7,1958.1,1168.7,NA,NA
"2019-12-01 08:00:00",10213,98.5,0.1,1619,1552.2,2795.1,1954.2,1181,NA,NA
"2019-12-01 09:00:00",10289,93.5,0.1,1603.6,1600.5,2794.5,1969.5,1203.2,NA,NA
"2019-12-01 10:00:00",10258,77.5,0.1,1521,1658.8,2791.8,1968.4,1196.4,NA,NA
"2019-12-01 11:00:00",10016,88.495,0.1,1579.5,1566.5,2796.9,1969.7,1199.8,NA,NA
"2019-12-01 12:00:00",10284,91.5,0.1,1519.5,1464.4,2793.6,2002.4,1185,NA,NA
"2019-12-01 13:00:00",10586,93.5,0.1,1488,1364.3,2793.7,2019,1154.5,NA,NA
"2019-12-01 14:00:00",10830,93.5,0.1,1504,1506.2,2794.9,2023.7,1165.2,NA,NA
"2019-12-01 15:00:00",10840,93.5,0.1,1552,1560.2,2795,2011.9,1153.2,NA,NA
"2019-12-01 16:00:00",10877,93.5,0.1,1569,1588.2,2793.5,2037,1160.4,NA,NA
"2019-12-01 17:00:00",10757,97.5,0.1,1484.6,1539.7,2795.7,2033.2,1135.9,NA,NA
"2019-12-01 18:00:00",10485,97.5,0.1,1567,1459.2,2794.6,2020.2,1153.7,NA,NA
"2019-12-01 19:00:00",10028,95.5,0.1,1576,1371,2794.9,2003,1160.1,NA,NA
"2019-12-01 20:00:00",10490,95.5,0.1,1534,1377.6,2796.2,1976,1133.8,NA,NA
"2019-12-01 21:00:00",10098,97.8,0.1,1556,1292.7,2795.4,1960.6,1145.7,NA,NA
"2019-12-01 22:00:00",9717.6,101.8,0.1,1541,1115.8,2796.2,1952.7,1140.2,NA,NA
"2019-12-01 23:00:00",9422.6,101.8,0.1,1527.5,831.65,2794.7,1935.8,1183.7,NA,NA
"2019-12-02",9367.9,103.8,0.1,1526.6,961.19,2795.8,1983.6,1237.7,NA,NA
"2019-12-02 01:00:00",9300.8,105.7,0.1,1522.5,913.18,2794.3,1950.1,1196.3,NA,NA
"2019-12-02 02:00:00",9442,106.2,0.1,1479.5,849.05,2796.5,1972.6,1203.4,NA,NA
"2019-12-02 03:00:00",9920.5,109.5,0.1,1468.5,1078.5,2796.7,2029.3,1211.1,NA,NA
"2019-12-02 04:00:00",10932,112.5,0.1,1386,1507.9,2795.1,2253.5,1212.7,NA,NA
"2019-12-02 05:00:00",11430,114.5,0.1,1345.5,2009.3,2797,2396.2,1201,NA,NA
"2019-12-02 06:00:00",11521,116.5,0.1,1313,2140.6,2801.2,2416.4,1223.6,NA,NA
"2019-12-02 07:00:00",11272,111.2,0.1,1266,2199.6,2793,2444.2,1235.1,NA,NA
"2019-12-02 08:00:00",11217,87.9,0.1,1347,2126.8,2796,2413.7,1214.1,NA,NA
"2019-12-02 09:00:00",11199,74.553,0.1,1382.5,1893,2797,2330.6,1222,NA,NA
"2019-12-02 10:00:00",11108,73,0.1,1328.6,1697.7,2798.3,2275.9,1237,NA,NA
"2019-12-02 11:00:00",11084,75.4,0.1,1280.5,1890.3,2797.7,2362.7,1224.3,NA,NA
"2019-12-02 12:00:00",11153,79.6,0.1,1374.5,2005.4,2798,2370.1,1213.6,NA,NA
"2019-12-02 13:00:00",11404,91.8,0.1,1466,2031.9,2799,2389.5,1219.7,NA,NA
"2019-12-02 14:00:00",11473,97.3,0.1,1465,2052.3,2796.7,2372.5,1213.5,NA,NA
"2019-12-02 15:00:00",11456,101.6,0.1,1453,2142.3,2796.7,2374.4,1239.5,NA,NA
"2019-12-02 16:00:00",11549,103.3,0.1,1479,2164.1,2795.4,2414.4,1255,NA,NA
"2019-12-02 17:00:00",11500,107.5,0.1,1424,2015.9,2797.3,2387.5,1243.8,NA,NA
"2019-12-02 18:00:00",11173,111.6,0.1,1460,1710.9,2797.9,2263.2,1251.6,NA,NA
"2019-12-02 19:00:00",10620,113.6,0.1,1417,1525,2798.1,2121.1,1267.4,NA,NA
"2019-12-02 20:00:00",10933,115.5,0.1,1395,1555.5,2797.3,2045.8,1280.4,NA,NA
"2019-12-02 21:00:00",10421,119.6,0.1,1374.5,1331.5,2796.8,2000.3,1265.3,NA,NA
"2019-12-02 22:00:00",10038,121.6,0.1,1460,1129.9,2795.6,1928.7,1255.7,NA,NA
"2019-12-02 23:00:00",9861.2,123.6,0.1,1424,1037.7,2797.8,1910,1243.7,NA,NA
"2019-12-03",9615.6,125.9,0.1,1329,1045.9,2795.6,1892.2,1259.6,NA,NA
"2019-12-03 01:00:00",9635.2,128.6,0.1,1316,990.32,2798.5,1900.2,1263.3,NA,NA
"2019-12-03 02:00:00",9845.9,130.6,0.1,1215,976.5,2797.7,1885.9,1252.9,NA,NA
"2019-12-03 03:00:00",10345,132.8,0.1,1068.1,1224.2,2797.1,1993.1,1252.1,NA,NA
"2019-12-03 04:00:00",11322,132.8,0.1,1065,1577.2,2797,2212.7,1245.8,NA,NA
"2019-12-03 05:00:00",11748,132.8,0.1,927.99,1996.3,2797.3,2444,1296.3,NA,NA
"2019-12-03 06:00:00",11741,134.9,0.1,790.03,1838,2794.7,2421.8,1321.1,NA,NA
"2019-12-03 07:00:00",11672,140.58,0.1,616.03,2075,2795.7,2401.8,1269.9,NA,NA
"2019-12-03 08:00:00",11722,128.39,0.1,584.51,2010.3,2794,2370.7,1320,NA,NA
"2019-12-03 09:00:00",11631,94.1,0.1,723.99,1783.7,2793.4,2422.6,1299.3,NA,NA
"2019-12-03 10:00:00",11513,98.103,0.1,795.47,1565.6,2797.6,2396.6,1297.6,NA,NA
"2019-12-03 11:00:00",11315,99.3,0.1,952,1752.9,2794.9,2378.6,1265.8,NA,NA
"2019-12-03 12:00:00",11466,115.6,0.1,1073.5,1999.8,2796.8,2404.7,1286,NA,NA
"2019-12-03 13:00:00",11698,119.2,0.1,1115.5,1930.9,2797.1,2373.4,1292.5,NA,NA
"2019-12-03 14:00:00",11731,117.5,0.1,1127,1952.5,2795.8,2437.7,1290.8,NA,NA
"2019-12-03 15:00:00",11684,113.3,0.1,1269,2063.1,2793.6,2440.3,1286.6,NA,NA
"2019-12-03 16:00:00",11635,106.6,0.1,1225,2025.8,2794.8,2423.1,1276.2,NA,NA
"2019-12-03 17:00:00",11673,104.6,0.1,1219,1914.4,2796.1,2342,1312,NA,NA
"2019-12-03 18:00:00",11266,95.6,0.1,1177,1593.4,2796.9,2186.1,1271.9,NA,NA
"2019-12-03 19:00:00",10747,89.3,0.1,1114,1440.4,2797.2,2035.6,1262.3,NA,NA
"2019-12-03 20:00:00",10946,84.208,0.1,1063,1207.7,2795.5,2011.1,1239.9,NA,NA
"2019-12-03 21:00:00",10483,80.2,0.1,944.04,973.44,2794.4,1858.4,1255.8,NA,NA
"2019-12-03 22:00:00",10055,78.3,0.1,948.98,857.45,2795.4,1670.6,1258.6,NA,NA
"2019-12-03 23:00:00",9664,76.2,0.1,955.49,836.69,2797.3,1631.5,1240.4,NA,NA
"2019-12-04",9502.8,76.2,0.1,1090,862.64,2796.5,1648.9,1321.3,NA,NA
"2019-12-04 01:00:00",9367.7,76.2,0.1,1145,859.64,2794,1638.2,1247.7,NA,NA
"2019-12-04 02:00:00",9420.3,76.2,0.1,1180,860.94,2796.9,1644,1236.6,NA,NA
"2019-12-04 03:00:00",9822.4,74.3,0.1,1213.5,1091.6,2794.2,1656.2,1208.5,NA,NA
"2019-12-04 04:00:00",10602,74.3,0.1,1269,1374.6,2797.3,1850.2,1325.1,NA,NA
"2019-12-04 05:00:00",10607,74.3,0.1,1300.5,1804.3,2797.4,1949.1,1236,NA,NA
"2019-12-04 06:00:00",10799,74.3,0.1,1266.5,1863.6,2798.1,2007.3,1239.9,NA,NA
"2019-12-04 07:00:00",10973,72.6,0.1,1302.5,2150.9,2803.3,1930.7,1338.4,NA,NA
"2019-12-04 08:00:00",10667,72.5,0.1,1298,2003.5,2776.9,1926,1217.8,NA,NA
"2019-12-04 09:00:00",10754,70.2,0.1,1360.5,1666.5,2812.4,1841.5,1197.3,NA,NA
"2019-12-04 10:00:00",10660,80.6,0.1,1412.5,1758.7,2798.7,1837.2,1215.7,NA,NA
"2019-12-04 11:00:00",10492,69.6,0.1,1440,1840.3,2798.1,1805.5,1164.2,NA,NA
"2019-12-04 12:00:00",10577,69.6,0.1,1482,1867.7,2795.8,1801.8,1184.3,NA,NA
"2019-12-04 13:00:00",10822,69.6,0.1,1474,1966.3,2797.3,1750.7,1225,NA,NA
"2019-12-04 14:00:00",10923,71.6,0.1,1441.9,2068.3,2800,1842.4,1176.5,NA,NA
"2019-12-04 15:00:00",10833,71.6,0.1,1507,2090.9,2796.5,1865.9,1185.6,NA,NA
"2019-12-04 16:00:00",10879,71.6,0.1,1445,1958.4,2796.2,1874.3,1201.3,NA,NA
"2019-12-04 17:00:00",10889,71.6,0.1,1390,1842.5,2794.7,1873.6,1214,NA,NA
"2019-12-04 18:00:00",10615,71.6,0.1,1411.5,1565.1,2795,1743.7,1260.7,NA,NA
"2019-12-04 19:00:00",9967.2,71.6,0.1,1356.4,1388.8,2797.9,1698.1,1238.6,NA,NA
"2019-12-04 20:00:00",10146,71.6,0.1,1364,1152.6,2797.8,1643.2,1225,NA,NA
"2019-12-04 21:00:00",9626.4,71.6,0.1,1412.6,1048.5,2798.2,1521.2,1191.6,NA,NA
"2019-12-04 22:00:00",9231.6,71.6,0.1,1416.5,1004,2799.3,1393.5,1210.4,NA,NA
"2019-12-04 23:00:00",9011.6,71.6,0.1,1408,842.1,2795.9,1386.7,1280.6,NA,NA
"2019-12-05",8895.2,71.6,0.1,1458,849.44,2799.1,1389.7,1179.4,NA,NA
"2019-12-05 01:00:00",8769.7,71.6,0.1,1446.5,826.92,2796.3,1373.9,1213.8,NA,NA
"2019-12-05 02:00:00",8910.1,71.6,0.1,1521,922.65,2797.6,1366.4,1225.1,NA,NA
"2019-12-05 03:00:00",9277.2,69.6,0.1,1509.5,1101.8,2798,1396.6,1199,NA,NA
"2019-12-05 04:00:00",10255,69.6,0.1,1506.4,1391.5,2799.2,1612.6,1153.2,NA,NA
"2019-12-05 05:00:00",10511,69.6,0.1,1456.6,1915.9,2797.1,1723,1169.8,NA,NA
"2019-12-05 06:00:00",10884,69.6,0.1,1487,1994.9,2801.6,1754.2,1158.1,NA,NA
"2019-12-05 07:00:00",10679,69.5,0.1,1438.5,1914.1,2799.2,1624.9,1184.3,NA,NA
"2019-12-05 08:00:00",10692,69.6,0.1,1491,1896.5,2797.1,1569.5,1190.8,NA,NA
"2019-12-05 09:00:00",10501,69.6,0.1,1528.5,1521.9,2797.2,1587.8,1210.3,NA,NA
"2019-12-05 10:00:00",10469,69.6,0.1,1528,1508.5,2795.2,1597.1,1223,NA,NA
"2019-12-05 11:00:00",10481,69.6,0.1,1493,1810,2797.3,1595.4,1194.6,NA,NA
"2019-12-05 12:00:00",10452,69.6,0.1,1560.5,1622.4,2798.4,1694.2,1225.3,NA,NA
"2019-12-05 13:00:00",10693,69.6,0.1,1583,1725.7,2798.7,1677.6,1240.6,NA,NA
"2019-12-05 14:00:00",10585,69.6,0.1,1530.5,1826.2,2796.9,1673.6,1229.1,NA,NA
"2019-12-05 15:00:00",10637,69.6,0.1,1527.5,1895,2799.4,1635,1255.3,NA,NA
"2019-12-05 16:00:00",10647,69.6,0.1,1526.5,1821.4,2800.2,1626.2,1260,NA,NA
"2019-12-05 17:00:00",10498,69.6,0.1,1592,1728.8,2797.1,1656.5,1220.9,NA,NA
"2019-12-05 18:00:00",10261,69.6,0.1,1564,1338.5,2799.1,1556.4,1231.4,NA,NA
"2019-12-05 19:00:00",9854.1,69.6,0.1,1528.5,1285.4,2797.9,1525.7,1247.4,NA,NA
"2019-12-05 20:00:00",9860,69.6,0.1,1595,1131.8,2798.7,1432.2,1229.1,NA,NA
"2019-12-05 21:00:00",9545.5,69.6,0.1,1541,1286.7,2800.6,1293.1,1226.8,NA,NA
"2019-12-05 22:00:00",9147.2,69.6,0.1,1493,896.56,2800.3,1295.6,1204,NA,NA
"2019-12-05 23:00:00",8859.6,69.6,0.1,1388,806.95,2797.6,1179.5,1213.9,NA,NA
"2019-12-06",8660.3,69.6,0.1,1384,789.41,2799.7,1173.2,1203.4,NA,NA
"2019-12-06 01:00:00",8576.3,69.6,0.1,1317.9,826.35,2798.7,1170.5,1203.1,NA,NA
"2019-12-06 02:00:00",8569.1,69.6,0.1,1278,910.9,2800.4,1165.5,1225.4,NA,NA
"2019-12-06 03:00:00",8750.1,69.6,0.1,1161,1025.2,2795,1238.8,1214,NA,NA
"2019-12-06 04:00:00",9111,69.6,0.1,1110,1163.4,2800,1298.4,1206,NA,NA
"2019-12-06 05:00:00",9179.4,71.6,0.1,1002.5,1503.6,2798.9,1418.5,1287.9,NA,NA
"2019-12-06 06:00:00",9526.7,71.6,0.1,938.02,1711.7,2799.4,1445.3,1265.1,NA,NA
"2019-12-06 07:00:00",9691,71.6,0.1,828.52,1864.6,2797.2,1483.6,1283.3,NA,NA
"2019-12-06 08:00:00",9880.8,71.6,0.1,681.01,1863.2,2797.3,1638.7,1298.6,NA,NA
"2019-12-06 09:00:00",9974,71.6,0.1,575,1579.9,2799.7,1624.9,1294.4,NA,NA
"2019-12-06 10:00:00",9934.1,71.6,0.1,508,1634.9,2797.1,1667.8,1293.6,NA,NA
"2019-12-06 11:00:00",9971.4,71.6,0.1,444.99,1973.2,2797.1,1739.7,1273.3,NA,NA
"2019-12-06 12:00:00",10095,71.6,0.1,386.01,2037.4,2796.7,1783.6,1283.5,NA,NA
"2019-12-06 13:00:00",10592,73.7,0.1,310.03,2292.3,2797.2,1877.5,1292.4,NA,NA
"2019-12-06 14:00:00",10550,73.7,0.1,296.01,2322.5,2796.8,1943.4,1262.5,NA,NA
"2019-12-06 15:00:00",10648,73.7,0.1,334,2285.1,2797.3,1939.8,1300.2,NA,NA
"2019-12-06 16:00:00",10447,73.7,0.1,352,2319.3,2793.2,1916.3,1270.4,NA,NA
"2019-12-06 17:00:00",10149,73.7,0.1,363.51,2142,2796.4,1886.6,1256.6,NA,NA
"2019-12-06 18:00:00",9968.8,73.7,0.1,378.49,1645.1,2798.5,1639.6,1261.5,NA,NA
"2019-12-06 19:00:00",9703,73.7,0.1,430,1291.2,2796.8,1521.7,1246.2,NA,NA
"2019-12-06 20:00:00",10095,73.7,0.1,480.95,1271.9,2797.6,1363.4,1234.7,NA,NA
"2019-12-06 21:00:00",9714.2,73.7,0.1,528.99,1131.6,2799,1358.8,1235.9,NA,NA
"2019-12-06 22:00:00",9229.8,71.3,0.1,673,1020.3,2797.3,1327.6,1269,NA,NA
"2019-12-06 23:00:00",9005.1,71.3,0.1,738.97,914.55,2794.4,1298.7,1323.4,NA,NA
"2019-12-07",8766.1,71.3,0.1,847.98,876.36,2797.2,1291.6,1261.1,NA,NA
"2019-12-07 01:00:00",8640.7,71.3,0.1,851.99,848.33,2796.3,1308.4,1247.1,NA,NA
"2019-12-07 02:00:00",8737.1,71.3,0.1,810.01,877.04,2798.4,1308.5,1283.1,NA,NA
"2019-12-07 03:00:00",8774.4,71.3,0.1,851.52,822.06,2798.1,1300.1,1256.8,NA,NA
"2019-12-07 04:00:00",9042.2,71.3,0.1,879.99,918.15,2796.9,1306.3,1270.6,NA,NA
"2019-12-07 05:00:00",9194.3,71.3,0.1,838.5,982.9,2799.9,1377.2,1303.4,NA,NA
"2019-12-07 06:00:00",9503.2,71.3,0.1,853.99,1239.8,2797.6,1475.3,1272.1,NA,NA
"2019-12-07 07:00:00",9643.5,71.3,0.1,790.01,1270.3,2796.6,1491.3,1269,NA,NA
"2019-12-07 08:00:00",9705.4,71.3,0.1,720,1383.4,2798.6,1524.5,1264.5,NA,NA
"2019-12-07 09:00:00",9960,71.3,0.1,630.96,1282.3,2799.7,1545.5,1277.8,NA,NA
"2019-12-07 10:00:00",9907.2,71.3,0.1,539.01,1283.6,2797.3,1526.5,1267.8,NA,NA
"2019-12-07 11:00:00",9924.9,71.3,0.1,492.01,1273.3,2798.3,1533.5,1256.3,NA,NA
"2019-12-07 12:00:00",9988.3,71.3,0.1,543,1173.5,2798,1519.6,1245.5,NA,NA
"2019-12-07 13:00:00",10415,71.3,0.1,574,1222.2,2796.6,1525.7,1337.3,NA,NA
"2019-12-07 14:00:00",10524,71.3,0.1,557,1176,2796.6,1530.2,1284.3,NA,NA
